tenure,Contract,MonthlyCharges,PaymentMethod,InternetService,OnlineSecurity,TechSupport,Churn_Probability,Risk_Segment,Action_Plan
41,One year,19.5,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,80.55,Electronic check,Fiber optic,No,No,0.99,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
1,Month-to-month,44.15,Bank transfer (automatic),DSL,No,No,0.63,🟡 Medium Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
12,Month-to-month,84.5,Electronic check,Fiber optic,No,No,1.0,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
62,Month-to-month,105.5,Electronic check,Fiber optic,Yes,No,0.49,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
22,Month-to-month,84.3,Mailed check,Fiber optic,No,No,0.73,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
17,Month-to-month,92.7,Credit card (automatic),Fiber optic,No,Yes,0.5,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
72,Two year,26.25,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
56,Month-to-month,96.95,Credit card (automatic),Fiber optic,No,Yes,0.21,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
9,Month-to-month,20.45,Credit card (automatic),No,No internet service,No internet service,0.03,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
72,Two year,115.8,Bank transfer (automatic),Fiber optic,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
20,Month-to-month,108.2,Bank transfer (automatic),Fiber optic,Yes,Yes,0.12,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal
19,Two year,20.2,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
2,Month-to-month,67.75,Electronic check,Fiber optic,No,No,0.95,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
53,One year,54.9,Credit card (automatic),DSL,No,Yes,0.1,🟢 Low Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial
27,Month-to-month,85.25,Electronic check,Fiber optic,No,No,0.99,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
6,Month-to-month,20.15,Bank transfer (automatic),No,No internet service,No internet service,0.12,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
9,One year,90.35,Electronic check,Fiber optic,No,No,0.1,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
8,Month-to-month,55.75,Electronic check,DSL,No,No,0.05,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
71,Two year,114.6,Bank transfer (automatic),Fiber optic,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
10,Month-to-month,80.05,Bank transfer (automatic),Fiber optic,No,No,0.81,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
1,Month-to-month,20.0,Mailed check,No,No internet service,No internet service,0.8452748917748919,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔴 URGENT: Flag for immediate customer success team outreach
71,One year,66.8,Bank transfer (automatic),DSL,Yes,Yes,0.01,🟢 Low Risk,✅ No action needed
68,One year,100.3,Electronic check,Fiber optic,No,Yes,0.1,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
34,Month-to-month,105.35,Electronic check,Fiber optic,No,Yes,0.14,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
26,One year,85.2,Electronic check,Fiber optic,No,Yes,0.12,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
22,Month-to-month,48.8,Credit card (automatic),DSL,Yes,No,0.92,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
7,Month-to-month,18.95,Mailed check,No,No internet service,No internet service,0.06,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
20,Month-to-month,69.8,Bank transfer (automatic),Fiber optic,No,No,0.23,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
60,Month-to-month,106.15,Electronic check,Fiber optic,No,No,0.23,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
72,Two year,20.55,Electronic check,No,No internet service,No internet service,0.01,🟢 Low Risk,💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
72,One year,105.75,Credit card (automatic),Fiber optic,No,No,0.08,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
4,Month-to-month,25.25,Mailed check,No,No internet service,No internet service,0.02,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
16,Month-to-month,19.75,Electronic check,No,No internet service,No internet service,0.08,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
62,One year,104.85,Electronic check,Fiber optic,Yes,No,0.17,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
10,Month-to-month,60.95,Mailed check,DSL,No,Yes,0.19,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
31,Month-to-month,81.15,Electronic check,Fiber optic,No,No,0.19,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
71,Two year,19.1,Credit card (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
58,Two year,20.8,Mailed check,No,No internet service,No internet service,0.05,🟢 Low Risk,✅ No action needed
70,Two year,90.15,Credit card (automatic),DSL,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
71,Two year,90.1,Electronic check,DSL,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
69,Two year,74.1,Credit card (automatic),DSL,Yes,Yes,0.01,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
1,Month-to-month,85.05,Electronic check,Fiber optic,No,No,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
72,Two year,118.75,Bank transfer (automatic),Fiber optic,Yes,Yes,0.12,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
26,Month-to-month,85.9,Credit card (automatic),Fiber optic,No,Yes,0.32,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
33,Month-to-month,95.0,Credit card (automatic),Fiber optic,No,Yes,0.11,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
10,Two year,20.15,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
57,Two year,101.3,Credit card (automatic),Fiber optic,Yes,Yes,0.03,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
10,Month-to-month,21.2,Electronic check,No,No internet service,No internet service,0.11,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
39,One year,24.2,Mailed check,No,No internet service,No internet service,0.02,🟢 Low Risk,✅ No action needed
11,Month-to-month,20.3,Bank transfer (automatic),No,No internet service,No internet service,0.06,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
21,Month-to-month,102.8,Electronic check,Fiber optic,No,Yes,0.47,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
68,Two year,85.3,Bank transfer (automatic),DSL,No,Yes,0.02,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
18,One year,89.6,Credit card (automatic),Fiber optic,No,No,0.09,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
6,Month-to-month,99.95,Mailed check,Fiber optic,No,Yes,1.0,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🔴 URGENT: Flag for immediate customer success team outreach
18,Month-to-month,56.25,Mailed check,DSL,Yes,No,0.47,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
52,One year,50.95,Bank transfer (automatic),DSL,No,No,0.02,🟢 Low Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
56,Two year,115.85,Mailed check,Fiber optic,Yes,Yes,0.07,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
45,Month-to-month,103.65,Bank transfer (automatic),Fiber optic,No,Yes,0.27,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
67,Two year,26.1,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
3,Month-to-month,35.1,Mailed check,DSL,Yes,Yes,0.6,🟡 Medium Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
65,Month-to-month,99.1,Bank transfer (automatic),Fiber optic,No,No,0.11,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
63,Two year,67.25,Mailed check,DSL,No,Yes,0.0,🟢 Low Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial
11,Two year,25.0,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,59.55,Mailed check,DSL,No,Yes,0.7,🟡 Medium Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
